labels,Not,Exp
1,0.004762983,0.995237
1,0.009604421,0.9903956
0,0.22254436,0.7774556
2,0.98984295,0.010157061
1,0.006069365,0.9939307
0,0.9964676,0.0035324018
0,0.9967333,0.0032667336
0,0.9157099,0.08429011
0,0.35891223,0.6410878
1,0.0051380126,0.994862
1,0.012006389,0.9879936
1,0.010481847,0.9895181
1,0.0037168162,0.99628323
0,0.99570674,0.0042933295
0,0.9949975,0.005002532
1,0.022984663,0.9770154
1,0.046843108,0.9531569
0,0.9985084,0.0014915754
0,0.9976739,0.0023260156
1,0.2504524,0.74954754
1,0.0045673167,0.99543273
1,0.008832861,0.9911671
1,0.07782729,0.9221727
1,0.013371318,0.98662865
0,0.9954471,0.0045528687
1,0.01988059,0.9801194
0,0.9934942,0.006505857
1,0.03019832,0.96980166
0,0.9969813,0.003018634
0,0.99406,0.0059400476
0,0.99854326,0.0014567183
1,0.013364879,0.98663515
1,0.17362186,0.8263781
1,0.016499763,0.98350024
0,0.9953288,0.0046712174
1,0.004414328,0.9955857
2,0.011592575,0.98840743
0,0.9986677,0.0013323361
0,0.99800223,0.0019977763
0,0.98331094,0.01668911
0,0.9978169,0.0021830946
1,0.021630108,0.9783699
0,0.99824667,0.0017533378
1,0.009159841,0.99084014
0,0.04200072,0.95799935
2,0.03482116,0.96517885
1,0.0040114727,0.99598855
0,0.998445,0.0015549998
0,0.99679524,0.003204717
2,0.01688434,0.9831156
0,0.99602014,0.0039798915
1,0.007929048,0.992071
0,0.023189006,0.97681105
2,0.5057512,0.49424884
0,0.9869415,0.013058451
0,0.9982161,0.0017839362
0,0.99175304,0.008246965
0,0.9625449,0.03745503
1,0.77396786,0.22603215
0,0.9969687,0.003031322
0,0.94892853,0.051071506
0,0.018339103,0.98166084
0,0.99751943,0.0024805947
1,0.012767018,0.98723304
0,0.9987508,0.0012491976
0,0.9851483,0.014851623
1,0.9752215,0.024778454
1,0.0072625508,0.9927375
1,0.013367594,0.9866324
0,0.9979754,0.0020245402
0,0.99369496,0.0063049886
0,0.99830866,0.001691361
0,0.9980142,0.001985746
0,0.9680071,0.031992946
2,0.99281025,0.007189743
0,0.9975448,0.0024551186
1,0.0070031085,0.9929969
0,0.9380903,0.061909683
2,0.004618148,0.9953818
1,0.058472887,0.94152707
0,0.9785246,0.021475406
1,0.04556228,0.9544378
1,0.04310656,0.9568934
0,0.1841673,0.8158327
1,0.031451605,0.96854836
1,0.00784209,0.99215794
2,0.99785334,0.0021465987
0,0.6554236,0.3445764
1,0.0074550384,0.99254495
0,0.08715166,0.91284835
0,0.9965953,0.0034047235
0,0.98979574,0.010204276
2,0.026435174,0.9735648
0,0.9973295,0.0026704979
0,0.9984236,0.001576384
0,0.11538605,0.88461393
0,0.99845386,0.0015460852
0,0.023970183,0.97602975
0,0.9945696,0.0054303207
0,0.9986035,0.0013965248
0,0.9435649,0.05643509
1,0.0058236415,0.9941764
0,0.17491366,0.8250863
0,0.9974099,0.0025900772
0,0.2679872,0.73201275
0,0.9971059,0.0028940523
0,0.998403,0.0015969565
0,0.99839157,0.0016084197
0,0.9960044,0.003995552
0,0.9985707,0.0014293521
1,0.22316833,0.7768316
1,0.015141163,0.9848588
0,0.99809664,0.0019033217
0,0.9965649,0.0034351007
1,0.005084558,0.9949155
0,0.99733585,0.0026641744
2,0.0064209527,0.99357903
1,0.29213035,0.70786965
1,0.0045238915,0.99547607
0,0.43289796,0.567102
0,0.9966605,0.0033395325
0,0.99730444,0.002695562
0,0.995276,0.004724038
1,0.011596247,0.98840374
2,0.9601634,0.039836586
1,0.01486122,0.9851387
0,0.9954287,0.0045712553
2,0.99732083,0.002679199
1,0.07920357,0.9207964
0,0.05379483,0.94620514
0,0.8989857,0.10101436
1,0.0052594054,0.99474066
0,0.02042209,0.97957796
0,0.99864596,0.0013540386
0,0.047924783,0.9520752
2,0.018120496,0.98187953
0,0.9848524,0.015147686
1,0.0045811106,0.9954189
1,0.11660981,0.8833902
0,0.99701,0.0029900344
0,0.9975817,0.0024182
1,0.41671684,0.5832831
0,0.9972228,0.0027772884
0,0.99764484,0.0023551097
0,0.9972013,0.0027987077
0,0.9971521,0.0028478382
0,0.009661124,0.99033886
0,0.9974898,0.0025101833
1,0.05881944,0.9411806
0,0.99816483,0.0018351978
0,0.9798044,0.020195663
0,0.99316347,0.0068365177
1,0.0072016004,0.9927983
0,0.9986381,0.0013618979
2,0.047511928,0.95248806
1,0.0059491685,0.9940508
0,0.9986327,0.0013672158
1,0.008472907,0.99152714
1,0.008949083,0.99105096
0,0.86208713,0.1379128
0,0.99859554,0.0014045034
1,0.024728287,0.97527164
1,0.010947634,0.98905236
0,0.216401,0.783599
2,0.027572786,0.9724272
1,0.059767865,0.9402321
1,0.007582772,0.9924172
1,0.015690817,0.9843092
0,0.023302983,0.97669697
1,0.006736657,0.9932634
0,0.9980186,0.0019813946
1,0.91289383,0.08710615
0,0.9655349,0.0344651
1,0.983916,0.016084058
0,0.91117346,0.088826545
0,0.99839324,0.001606792
1,0.046744257,0.9532558
0,0.9987507,0.0012492691
0,0.99789006,0.002109969
1,0.00507538,0.99492455
1,0.81189114,0.18810886
0,0.99686086,0.0031391482
1,0.016601803,0.9833982
0,0.8813476,0.118652485
0,0.99802077,0.0019791825
1,0.056112066,0.94388795
1,0.089160286,0.91083974
0,0.9596956,0.04030438
0,0.99806756,0.0019324761
2,0.35288996,0.64711004
0,0.9878165,0.01218346
1,0.022146836,0.9778531
1,0.004362668,0.99563736
1,0.009071889,0.9909281
0,0.9975581,0.0024418856
0,0.9972978,0.0027021822
0,0.99689436,0.003105589
1,0.004859903,0.9951401
0,0.99835396,0.00164607
1,0.98834246,0.01165752
0,0.99731535,0.0026845883
1,0.005819192,0.99418074
1,0.009230972,0.9907691
1,0.97400284,0.025997195
2,0.26011032,0.7398897
1,0.009577982,0.990422
1,0.009030147,0.99096984
1,0.22721282,0.7727872
0,0.9985044,0.0014956219
0,0.058166172,0.94183385
1,0.009564132,0.9904359
0,0.9982786,0.0017213548
1,0.009897971,0.99010205
0,0.99832207,0.0016779501
0,0.99821657,0.001783386
1,0.007737995,0.992262
0,0.9983499,0.0016500658
0,0.9928169,0.007183034
2,0.020480016,0.97951996
1,0.008180324,0.9918196
0,0.99809104,0.0019089764
0,0.99782455,0.0021755127
0,0.99839646,0.0016035732
0,0.9958721,0.004127859
0,0.9984927,0.0015072376
0,0.99745554,0.0025445146
1,0.009713218,0.9902867
2,0.99693066,0.0030693922
2,0.9888736,0.01112633
1,0.0052680294,0.994732
0,0.5380223,0.4619777
1,0.9973774,0.0026226607
1,0.0078033786,0.9921967
0,0.99859184,0.0014081333
0,0.9971608,0.0028392328
0,0.99656326,0.0034368003
0,0.97694826,0.023051815
0,0.98301595,0.01698406
0,0.01935587,0.9806441
0,0.9984546,0.0015454156
2,0.011595407,0.98840463
0,0.1990903,0.8009097
2,0.004060699,0.9959394
1,0.020417778,0.9795822
0,0.6690335,0.33096644
1,0.008505059,0.9914949
2,0.09080373,0.9091962
0,0.9986475,0.0013524604
0,0.91421795,0.08578202
1,0.013820936,0.9861791
0,0.9968887,0.0031112821
1,0.04956927,0.95043075
0,0.9975473,0.002452663
0,0.9982925,0.0017075498
0,0.99503195,0.004968093
1,0.008894024,0.991106
0,0.99795246,0.0020475374
1,0.041150518,0.9588495
1,0.98773336,0.0122666815
1,0.0037432453,0.9962567
2,0.030160816,0.9698392
1,0.009772832,0.9902271
0,0.9977344,0.0022654976
2,0.011605257,0.98839474
2,0.0046533425,0.9953466
2,0.9975157,0.0024843414
0,0.9977539,0.0022460534
1,0.012695976,0.98730403
0,0.99304456,0.006955408
0,0.9969319,0.0030680103
1,0.024933975,0.975066
0,0.9975795,0.002420572
0,0.8415607,0.15843935
1,0.0040656193,0.99593437
1,0.06950932,0.9304907
1,0.03374744,0.9662526
1,0.9939857,0.0060143652
2,0.016144924,0.98385507
1,0.005659361,0.99434066
2,0.73275054,0.26724946
2,0.0057329778,0.99426705
2,0.22738525,0.7726147
0,0.9983784,0.0016216001
1,0.010116554,0.9898835
0,0.9983773,0.0016226765
0,0.99447787,0.0055221347
0,0.2396335,0.7603665
0,0.99744415,0.0025559112
0,0.99733526,0.0026647525
1,0.014898048,0.98510194
2,0.043858282,0.9561417
0,0.08919092,0.91080904
1,0.04024308,0.959757
0,0.018684385,0.9813157
2,0.0050877887,0.9949122
1,0.34484506,0.65515494
0,0.036113314,0.96388674
0,0.9977063,0.0022937113
1,0.00635076,0.9936492
1,0.0052685686,0.9947314
0,0.9765986,0.023401413
0,0.9987218,0.0012781833
0,0.9980293,0.0019707128
1,0.006142384,0.99385756
2,0.9985281,0.0014718251
1,0.012547574,0.98745245
0,0.99744874,0.0025512085
2,0.007844547,0.9921555
1,0.004073814,0.99592626
2,0.053026192,0.94697374
1,0.07609399,0.92390597
0,0.9968081,0.003191896
0,0.9976943,0.0023056471
0,0.9982009,0.0017991208
1,0.011907649,0.9880924
0,0.9971168,0.0028831884
1,0.045139097,0.9548609
1,0.005223586,0.99477637
1,0.008710273,0.99128973
0,0.99859506,0.0014048852
0,0.99801576,0.001984179
1,0.13096224,0.8690378
0,0.99628985,0.0037102131
2,0.9979964,0.0020035955
1,0.005713622,0.99428636
0,0.9976833,0.0023167382
0,0.99754554,0.0024544955
1,0.71687895,0.28312108
0,0.9971718,0.0028281666
1,0.012185923,0.98781407
1,0.008839531,0.99116045
0,0.9861156,0.013884486
1,0.0050320053,0.994968
1,0.4627404,0.5372596
1,0.006671797,0.9933282
0,0.9985765,0.0014235027
2,0.071422614,0.92857736
1,0.00880459,0.99119544
1,0.02621619,0.9737838
0,0.9972928,0.0027071314
1,0.013320559,0.9866794
0,0.99689996,0.0031000108
0,0.99776125,0.0022387274
1,0.012627102,0.98737293
0,0.9977125,0.0022874714
0,0.99762017,0.0023798165
0,0.052796137,0.9472039
1,0.022201972,0.977798
0,0.9985978,0.0014022462
1,0.010089135,0.9899109
0,0.985405,0.014594972
2,0.0065314323,0.9934685
2,0.013181064,0.9868189
1,0.009764742,0.99023527
1,0.27347952,0.7265205
2,0.04059844,0.95940155
0,0.99866366,0.0013362862
0,0.99800724,0.0019927504
0,0.99804014,0.0019599253
1,0.0111037,0.98889637
0,0.9985447,0.0014553124
0,0.99839205,0.001607873
1,0.0037784257,0.99622154
0,0.9729935,0.02700647
1,0.023589823,0.97641015
0,0.99794704,0.0020529677
1,0.9446507,0.05534931
1,0.00766996,0.99233
0,0.99635124,0.0036487563
0,0.016327761,0.9836722
0,0.9739261,0.026073882
0,0.99727815,0.0027218172
0,0.9834915,0.016508516
1,0.0143468445,0.98565316
2,0.008945168,0.99105483
1,0.008948986,0.9910511
0,0.014385371,0.9856146
2,0.07348482,0.92651516
0,0.99760145,0.002398519
1,0.0072173416,0.9927826
2,0.014612641,0.9853873
1,0.0038045952,0.99619544
0,0.9966724,0.0033276065
1,0.0039487868,0.99605125
1,0.011828049,0.988172
1,0.0066903974,0.9933096
1,0.014808152,0.9851918
1,0.019284807,0.98071516
2,0.0043279547,0.9956721
0,0.9971481,0.0028519554
1,0.006297781,0.9937023
0,0.9959747,0.0040252293
1,0.05070672,0.9492933
2,0.031524222,0.96847576
1,0.011274713,0.98872524
0,0.9966503,0.0033497387
0,0.20091645,0.79908353
0,0.9944068,0.005593237
0,0.99750924,0.0024907545
0,0.99872607,0.001273941
1,0.00428393,0.99571604
0,0.73339415,0.2666058
0,0.18244424,0.8175558
1,0.007216398,0.99278355
0,0.9980818,0.0019181726
1,0.0049034907,0.9950965
1,0.24528404,0.7547159
1,0.00601731,0.99398273
1,0.005604761,0.99439526
1,0.0071263863,0.99287355
1,0.0043462017,0.99565375
0,0.9984573,0.0015427457
1,0.006930744,0.9930693
1,0.095908895,0.9040912
0,0.99774903,0.002250941
1,0.0057580816,0.9942419
2,0.0042329817,0.995767
1,0.008820614,0.9911794
1,0.0074419808,0.992558
1,0.0045868307,0.99541324
2,0.010794954,0.989205
0,0.997544,0.0024559456
0,0.9986364,0.0013635434
1,0.03850719,0.9614928
0,0.99773055,0.0022695076
0,0.99873084,0.0012692158
1,0.011212521,0.9887875
1,0.010411026,0.989589
1,0.009948486,0.99005145
0,0.9933943,0.0066057043
1,0.18776701,0.812233
0,0.9983224,0.0016775628
0,0.99020153,0.009798466
0,0.106644906,0.89335513
1,0.0068779346,0.99312204
0,0.9986129,0.0013870515
0,0.9937064,0.006293605
2,0.051466916,0.94853306
0,0.9984799,0.0015200662
1,0.009694093,0.9903059
1,0.0052365935,0.9947634
1,0.008892461,0.9911075
0,0.9918051,0.008194876
1,0.95517594,0.044824053
0,0.9983644,0.001635663
0,0.1502124,0.84978765
1,0.037557807,0.9624422
1,0.027272543,0.9727275
0,0.054360554,0.9456395
1,0.98774034,0.012259682
2,0.009448279,0.9905517
1,0.005867466,0.9941326
0,0.034806862,0.9651931
2,0.04250746,0.9574925
2,0.010174268,0.9898258
1,0.99184823,0.0081518255
1,0.003956982,0.9960431
0,0.9827565,0.017243488
0,0.9980508,0.0019491758
1,0.006628545,0.9933715
1,0.9985279,0.0014720521
0,0.9983423,0.0016576791
0,0.9883239,0.01167611
1,0.009997847,0.99000216
2,0.011063205,0.9889368
2,0.007395744,0.99260426
0,0.9048548,0.095145196
0,0.9965641,0.0034359202
0,0.9944477,0.005552275
0,0.9971922,0.0028078386
1,0.005070714,0.9949293
0,0.9974016,0.0025983995
0,0.9976236,0.002376389
1,0.04067128,0.9593287
1,0.0045277956,0.9954722
2,0.0055405875,0.9944594
1,0.008010852,0.9919891
0,0.030865896,0.96913415
0,0.98915064,0.0108493855
0,0.08147193,0.918528
0,0.1031198,0.89688015
2,0.0059626517,0.9940374
2,0.007687596,0.9923124
0,0.9982066,0.0017934259
0,0.9972414,0.0027586794
1,0.0059591983,0.9940408
0,0.987298,0.012701996
0,0.9981505,0.0018494196
1,0.36619014,0.63380986
2,0.0069181887,0.99308187
0,0.99863356,0.0013663643
2,0.9877843,0.012215714
0,0.99796,0.0020400302
1,0.0102042565,0.98979574
0,0.9962024,0.0037976329
0,0.99796176,0.0020382865
1,0.014097877,0.9859021
0,0.9966208,0.0033792516
0,0.015649611,0.9843503
0,0.9964742,0.0035257647
2,0.00903562,0.9909644
1,0.018540822,0.98145914
0,0.9961577,0.0038423212
2,0.006468029,0.99353194
1,0.0237231,0.97627693
1,0.010104286,0.9898957
0,0.99864227,0.0013577796
0,0.99809045,0.0019095123
2,0.71094775,0.28905225
0,0.9986779,0.0013220783
0,0.16039258,0.83960736
0,0.041459072,0.958541
1,0.08980743,0.9101926
0,0.992388,0.0076120375
1,0.026899891,0.9731002
2,0.98880565,0.011194307
2,0.027632004,0.972368
1,0.006697119,0.99330294
1,0.004867198,0.99513274
0,0.99706405,0.0029359316
2,0.025560275,0.97443974
0,0.9912013,0.008798704
0,0.9982545,0.0017455543
1,0.014990114,0.98500985
0,0.039817043,0.96018296
0,0.9984459,0.0015541215
2,0.014952422,0.9850476
0,0.9780918,0.021908222
0,0.9977592,0.002240752
2,0.007991774,0.9920082
1,0.008023279,0.9919767
0,0.99837166,0.0016283954
1,0.0060957703,0.9939042
0,0.99723935,0.00276064
1,0.009863516,0.9901365
0,0.99408555,0.005914404
1,0.0045244657,0.9954756
0,0.89247954,0.10752043
1,0.007823006,0.99217695
1,0.008024726,0.99197525
0,0.9987484,0.0012515557
2,0.03146886,0.96853113
0,0.011136098,0.98886395
2,0.004101053,0.9958989
1,0.0054144952,0.9945856
2,0.033687048,0.96631294
2,0.98922426,0.01077578
0,0.99796695,0.00203297
1,0.005254752,0.99474525
1,0.008256744,0.99174327
1,0.006055148,0.9939448
0,0.99737155,0.0026284747
2,0.08296186,0.91703814
0,0.23274969,0.76725036
1,0.004936464,0.9950635
1,0.007087603,0.99291235
0,0.3485007,0.6514993
0,0.9984114,0.0015885957
0,0.9975903,0.002409676
1,0.0057309153,0.99426913
1,0.01111207,0.98888797
1,0.0050398256,0.9949602
0,0.9982399,0.0017601119
0,0.9860094,0.013990556
0,0.98029476,0.019705163
2,0.0076408936,0.9923591
2,0.054591253,0.94540876
1,0.0062116627,0.9937883
2,0.027876744,0.97212327
0,0.9983619,0.0016381065
1,0.012820455,0.9871796
1,0.0037796649,0.9962204
1,0.828908,0.17109199
0,0.9982541,0.0017458318
1,0.012029308,0.98797065
2,0.0034154411,0.99658453
0,0.015190632,0.98480934
0,0.02208912,0.97791094
1,0.009717769,0.9902822
0,0.99630153,0.0036984873
1,0.015746102,0.9842539
0,0.96620744,0.03379259
0,0.99541974,0.004580256
2,0.0074918196,0.99250823
0,0.9980604,0.0019395429
0,0.9982152,0.0017847719
0,0.99612075,0.0038792144
0,0.6434678,0.35653222
1,0.0056103873,0.9943896
1,0.98743117,0.012568878
0,0.9550512,0.044948854
0,0.9957318,0.0042681955
1,0.0046048667,0.9953951
2,0.0078338515,0.99216616
0,0.9976127,0.0023872831
1,0.007118428,0.99288154
0,0.9979285,0.0020715315
0,0.99812096,0.0018790228
2,0.99801934,0.0019806062
0,0.084573135,0.91542685
0,0.9959214,0.0040785545
0,0.99515426,0.004845801
1,0.0056618755,0.9943381
0,0.9945174,0.0054825647
0,0.99432594,0.005674079
1,0.007143256,0.99285674
0,0.03781657,0.9621835
0,0.9977113,0.0022886686
1,0.004382761,0.9956173
0,0.98478913,0.01521084
0,0.2567468,0.7432532
0,0.9953334,0.0046666395
0,0.9961438,0.0038561695
1,0.99452364,0.0054763416
1,0.019511731,0.9804883
0,0.9982486,0.0017514401
1,0.052363772,0.94763625
0,0.99753475,0.0024652327
1,0.00822537,0.9917746
1,0.014964999,0.98503494
0,0.99861956,0.0013803835
0,0.9947126,0.005287379
1,0.007080762,0.99291927
1,0.004130874,0.9958691
0,0.98183066,0.01816934
0,0.9925217,0.007478298
0,0.9947391,0.0052609025
0,0.9928784,0.0071216547
0,0.99808806,0.0019119341
0,0.9980527,0.0019472954
0,0.918559,0.08144103
0,0.9946589,0.0053410716
2,0.013083352,0.98691666
0,0.9978376,0.002162361
1,0.008115261,0.9918847
0,0.99478155,0.0052184626
1,0.057861365,0.9421386
0,0.99004257,0.009957381
0,0.99775356,0.0022464509
2,0.0039746896,0.9960253
1,0.01713205,0.98286796
1,0.08106183,0.91893816
0,0.9946976,0.005302383
0,0.99796945,0.0020304865
0,0.99766064,0.0023393366
0,0.996932,0.0030679156
0,0.9978527,0.0021473076
1,0.039593115,0.9604069
1,0.82623667,0.17376336
0,0.9978757,0.0021243345
0,0.9947802,0.0052198535
2,0.0054711527,0.99452883
0,0.9960251,0.0039749285
1,0.0074356296,0.9925644
0,0.9977623,0.0022376669
1,0.9951664,0.0048335963
1,0.011592318,0.9884077
1,0.0056173457,0.9943826
0,0.99749774,0.0025022537
1,0.26262248,0.7373775
0,0.9975915,0.0024085327
1,0.0077625415,0.9922375
0,0.99817574,0.0018242316
0,0.9976307,0.002369226
1,0.0053890413,0.994611
0,0.015737427,0.9842626
1,0.014116905,0.98588306
0,0.07219838,0.9278016
1,0.1375685,0.86243147
1,0.027053704,0.97294635
0,0.99557495,0.004425056
1,0.013518444,0.98648155
0,0.9949007,0.0050993105
0,0.23528218,0.7647178
0,0.9933381,0.0066618905
1,0.014705742,0.9852942
2,0.9955101,0.0044899494
0,0.99438274,0.005617186
0,0.9962291,0.0037708983
0,0.99640346,0.003596563
0,0.997698,0.0023020392
0,0.048748072,0.95125186
2,0.01118651,0.98881346
1,0.995017,0.004983048
2,0.25208336,0.7479167
0,0.9918686,0.008131351
0,0.99685633,0.0031436202
0,0.9886469,0.011353004
0,0.9980452,0.0019547325
0,0.99763167,0.0023683303
1,0.004843166,0.9951568
2,0.9864204,0.013579641
2,0.042447224,0.95755285
1,0.0050383625,0.9949616
0,0.9701329,0.029867092
2,0.015053167,0.98494685
1,0.007061585,0.99293846
0,0.9966445,0.0033554777
1,0.004426177,0.99557376
1,0.01954262,0.98045737
1,0.013296102,0.9867039
1,0.024570134,0.97542983
1,0.047203626,0.9527964
0,0.9978933,0.0021067506
2,0.0067634378,0.9932366
2,0.9986033,0.0013967681
1,0.010193075,0.98980695
1,0.006446499,0.9935535
1,0.011705646,0.98829436
1,0.008690643,0.9913093
1,0.0061012595,0.99389875
2,0.021759188,0.97824085
0,0.99804664,0.0019533546
1,0.029958861,0.9700411
0,0.9988445,0.0011555012
0,0.6843045,0.31569552
0,0.9929576,0.007042379
2,0.9980057,0.001994371
2,0.9960593,0.003940753
2,0.008304186,0.9916958
0,0.99529254,0.004707528
0,0.99804676,0.0019531844
0,0.41751602,0.58248395
1,0.0051776706,0.99482226
1,0.0053732917,0.9946267
0,0.98920166,0.010798341
0,0.9986125,0.0013874657
0,0.99851495,0.0014850022
0,0.9965281,0.0034718933
2,0.9978211,0.0021788888
0,0.98946685,0.010533121
0,0.030555237,0.9694447
1,0.012750547,0.98724943
0,0.9981857,0.0018142789
2,0.0058201035,0.99417996
0,0.9977558,0.0022441584
0,0.99350476,0.00649526
1,0.042462617,0.9575374
0,0.998041,0.0019591064
1,0.008129498,0.9918705
0,0.9970059,0.00299414
0,0.9973788,0.0026211543
2,0.4618014,0.53819853
1,0.0055516283,0.9944484
0,0.99845374,0.0015463018
1,0.019579792,0.98042023
0,0.99732566,0.0026743817
1,0.0052417573,0.9947582
0,0.9985683,0.0014316747
2,0.022515045,0.977485
1,0.9835624,0.016437596
1,0.5447513,0.4552487
2,0.0042685764,0.9957314
0,0.99438536,0.0056146933
0,0.9981,0.0019000428
1,0.03249424,0.9675058
1,0.0063430136,0.99365693
2,0.008405893,0.99159414
2,0.0072103445,0.9927897
1,0.008518976,0.99148107
0,0.9965738,0.0034262517
0,0.9979182,0.0020817874
0,0.43712437,0.5628756
0,0.9980095,0.00199053
1,0.03233,0.96766996
0,0.9973532,0.0026467934
0,0.9980521,0.0019478747
0,0.9987286,0.0012714749
0,0.9980464,0.0019535776
2,0.9687677,0.031232273
0,0.9976725,0.0023274678
1,0.006759021,0.99324095
1,0.0093049435,0.990695
2,0.09364867,0.9063513
2,0.027791914,0.9722081
0,0.9905757,0.009424294
1,0.019895237,0.9801048
1,0.00441704,0.995583
1,0.029067362,0.9709327
0,0.9951115,0.004888495
0,0.050263062,0.9497369
0,0.99709797,0.0029020081
1,0.02072826,0.9792717
0,0.118818164,0.88118184
1,0.015677594,0.98432237
0,0.9966719,0.0033280125
1,0.004251857,0.9957482
0,0.9987218,0.0012782491
1,0.01403128,0.9859687
1,0.0083828,0.99161726
0,0.99596125,0.0040387334
1,0.00624139,0.9937587
1,0.0077216974,0.99227834
2,0.005964599,0.99403536
1,0.009304046,0.99069595
2,0.0045896075,0.9954104
0,0.9979176,0.0020824405
1,0.02492532,0.97507465
1,0.006764396,0.99323565
0,0.99510574,0.00489426
0,0.9939937,0.0060063424
1,0.006477094,0.9935229
1,0.014880653,0.9851193
0,0.99815327,0.0018466682
1,0.0148007525,0.9851992
0,0.9945261,0.0054739015
0,0.99362296,0.006377111
1,0.009429868,0.99057007
0,0.9952064,0.004793556
1,0.3324901,0.6675099
1,0.044259906,0.9557401
1,0.008664245,0.99133575
2,0.115646966,0.8843531
0,0.06083154,0.9391685
1,0.02441739,0.97558266
1,0.024802795,0.9751972
0,0.99831045,0.0016895762
1,0.07086812,0.9291319
1,0.0066533163,0.9933467
2,0.29196298,0.708037
0,0.99783427,0.0021657217
2,0.9976291,0.0023709668
2,0.43884912,0.56115085
0,0.9962232,0.0037767445
0,0.9982096,0.0017903823
2,0.013439454,0.9865606
1,0.038666844,0.9613332
1,0.0114445975,0.9885554
1,0.004804157,0.9951958
0,0.998175,0.0018249219
0,0.9985965,0.0014034811
0,0.9970951,0.0029048878
0,0.99833715,0.0016628338
0,0.997612,0.0023879476
1,0.017991358,0.9820086
2,0.00988687,0.99011314
1,0.0059271487,0.99407285
0,0.075836614,0.9241634
0,0.9985525,0.0014474384
0,0.99725276,0.0027472249
0,0.9977253,0.0022746753
1,0.0462384,0.9537616
1,0.020622637,0.9793773
0,0.996442,0.0035580264
1,0.014405931,0.9855941
0,0.9982389,0.0017610824
0,0.9965178,0.0034821944
1,0.088771254,0.9112288
0,0.95824224,0.041757796
1,0.028645424,0.97135454
0,0.96170086,0.038299154
0,0.9958183,0.004181672
2,0.0058200145,0.99417996
0,0.9972398,0.0027601568
1,0.007870136,0.99212986
0,0.9986733,0.0013267158
0,0.9979632,0.0020367817
2,0.012278202,0.98772186
2,0.041994,0.95800596
1,0.02031445,0.9796855
0,0.9972185,0.002781544
2,0.99414563,0.0058542965
1,0.023300424,0.9766996
0,0.9977095,0.0022904975
0,0.9973111,0.0026888482
0,0.9986565,0.0013434208
2,0.021664198,0.9783358
1,0.006561874,0.99343807
0,0.0078088446,0.99219114
0,0.997783,0.0022169675
0,0.9980149,0.0019851162
1,0.0034151815,0.9965848
0,0.7341355,0.26586455
1,0.63021237,0.36978763
1,0.009979942,0.99002004
0,0.9962745,0.003725581
1,0.005607191,0.99439275
1,0.044556584,0.95544344
1,0.017007114,0.98299295
0,0.99717206,0.0028279498
0,0.9972958,0.0027041705
1,0.004975306,0.9950246
0,0.9977431,0.0022568624
1,0.14797357,0.8520264
1,0.00763251,0.99236745
0,0.9977677,0.0022322799
0,0.9983316,0.0016684652
1,0.012705704,0.98729426
0,0.9965339,0.0034661565
0,0.9949339,0.0050661257
0,0.030658707,0.96934134
1,0.032232113,0.9677679
0,0.9976192,0.0023807178
0,0.575682,0.42431802
1,0.0079551665,0.9920448
0,0.9982368,0.0017632145
1,0.005015945,0.99498403
0,0.9980046,0.0019953942
2,0.012184649,0.9878154
0,0.9985788,0.0014212643
0,0.9985135,0.0014865312
2,0.018021764,0.98197824
1,0.9975122,0.0024877756
0,0.9982114,0.0017886169
2,0.024873504,0.97512656
0,0.99713504,0.0028648993
1,0.0060037975,0.99399614
1,0.013634911,0.9863651
2,0.0069957143,0.99300426
1,0.7732214,0.22677866
0,0.9987457,0.0012543508
0,0.99077994,0.009220063
0,0.8743125,0.1256875
0,0.27417308,0.7258269
1,0.0053582415,0.9946418
1,0.008018492,0.99198145
0,0.996626,0.0033739945
1,0.007826849,0.9921732
1,0.097484075,0.9025159
1,0.009256322,0.9907437
1,0.006391723,0.99360824
1,0.0057557477,0.9942443
2,0.01365559,0.98634446
0,0.9988201,0.0011798509
1,0.020073965,0.97992605
0,0.9965544,0.003445619
0,0.99842584,0.0015741851
0,0.9975133,0.0024866846
0,0.9983298,0.0016702088
0,0.99745363,0.0025463523
2,0.00433158,0.9956684
0,0.99844235,0.0015576183
0,0.9982779,0.0017220571
1,0.01448395,0.985516
0,0.9969619,0.00303804
2,0.026787782,0.97321224
0,0.9968725,0.0031275174
1,0.9942147,0.0057852496
0,0.998345,0.0016549589
0,0.9985896,0.0014104554
0,0.99833065,0.0016693582
1,0.004830928,0.9951691
1,0.0041806395,0.99581933
2,0.021041078,0.9789589
1,0.024479877,0.97552013
2,0.0073446655,0.9926554
1,0.005866567,0.9941334
1,0.005933569,0.9940665
1,0.114341095,0.8856589
0,0.997804,0.0021959667
1,0.023669193,0.9763308
1,0.013584009,0.986416
0,0.9981077,0.0018922581
2,0.0194375,0.98056245
0,0.70017046,0.29982954
2,0.006544403,0.9934556
1,0.005559004,0.994441
0,0.35584196,0.644158
1,0.0052570677,0.9947429
0,0.9977882,0.0022117663
2,0.0053689945,0.99463093
0,0.9983333,0.0016666861
0,0.99751234,0.0024876855
1,0.013539522,0.98646045
1,0.0072400672,0.99275994
1,0.060692232,0.93930775
1,0.78474027,0.21525975
2,0.007695082,0.99230486
1,0.9961597,0.003840294
0,0.9971367,0.0028632842
1,0.005563044,0.994437
0,0.99696845,0.003031522
0,0.99861157,0.0013883845
2,0.73551965,0.26448035
2,0.9924884,0.007511605
