labels,Not,Exp,Imp
1,0.023396142,0.87441593,0.10218786
0,0.98694986,0.0056429477,0.0074072117
1,0.01628708,0.84361106,0.14010182
0,0.81818557,0.109334216,0.072480276
0,0.985761,0.005928819,0.008310199
1,0.01732086,0.8755094,0.10716979
1,0.07629021,0.7928807,0.13082907
0,0.9844726,0.006758097,0.008769388
0,0.97452885,0.010270591,0.015200485
1,0.9762138,0.010744221,0.013042009
2,0.027490024,0.79018486,0.18232512
2,0.04597936,0.7958664,0.1581543
0,0.98918545,0.004772905,0.0060416185
0,0.9781973,0.008118207,0.013684608
2,0.0410545,0.77973384,0.17921168
2,0.030425977,0.85632336,0.11325063
0,0.9913094,0.0031778899,0.0055126916
1,0.021465722,0.87754804,0.1009862
1,0.021790879,0.88680595,0.09140313
1,0.021374393,0.8705569,0.108068675
0,0.98839146,0.004513499,0.0070949197
1,0.02943096,0.7933695,0.17719957
1,0.047466934,0.73557115,0.21696192
1,0.07398186,0.7412695,0.18474862
1,0.065265685,0.80651355,0.12822077
0,0.86669445,0.06536295,0.06794264
1,0.032581262,0.8174194,0.14999929
0,0.08559569,0.71760213,0.19680214
2,0.058666654,0.78540134,0.155932
1,0.030675534,0.78800344,0.18132102
1,0.011441329,0.90112084,0.087437846
1,0.03167312,0.84771484,0.12061201
1,0.0151088545,0.87839776,0.10649341
0,0.98925054,0.0040321173,0.0067174565
1,0.030519923,0.8131478,0.1563323
0,0.037056357,0.81587064,0.14707305
0,0.9857657,0.005724604,0.008509622
1,0.016862953,0.91470945,0.06842763
0,0.9877834,0.004878093,0.00733844
0,0.96119785,0.017634647,0.021167452
0,0.96322477,0.014926714,0.021848464
1,0.06770972,0.79380566,0.13848466
1,0.03105563,0.89451265,0.074431725
0,0.8189596,0.107628316,0.07341208
1,0.011304496,0.8864712,0.102224246
0,0.96528995,0.01497137,0.01973873
0,0.9719239,0.011824529,0.016251566
2,0.036916006,0.8667234,0.09636058
1,0.025547914,0.80949986,0.16495223
0,0.040450245,0.8734288,0.08612089
1,0.015182818,0.9037713,0.08104593
1,0.08141817,0.6814,0.23718183
0,0.9891158,0.0041652243,0.0067189313
0,0.9769059,0.009853579,0.013240441
1,0.024901764,0.8791409,0.09595737
0,0.9813763,0.007317722,0.011306117
1,0.022783592,0.8253386,0.15187776
2,0.023735885,0.7902694,0.18599473
2,0.47678366,0.30013433,0.223082
1,0.033634122,0.8577556,0.10861028
0,0.9876324,0.004808376,0.007559149
0,0.7541948,0.14008294,0.10572223
0,0.926712,0.038730666,0.03455743
1,0.029175162,0.77831274,0.1925121
0,0.98837054,0.0045539592,0.007075465
1,0.031038012,0.8064857,0.1624763
0,0.99039614,0.0036209445,0.0059829634
0,0.95188195,0.019081362,0.029036801
1,0.042237654,0.7903039,0.16745842
1,0.04654932,0.75924575,0.19420494
1,0.023441276,0.79663515,0.17992361
1,0.03569692,0.88328964,0.081013404
1,0.963584,0.01622962,0.020186301
1,0.018168986,0.89484215,0.08698884
1,0.038409278,0.83802074,0.12356996
0,0.9832191,0.007372698,0.009408239
1,0.017734436,0.81192803,0.17033756
1,0.024359193,0.84124076,0.13440008
1,0.01535642,0.90830153,0.07634198
0,0.09145264,0.7243754,0.18417187
0,0.9835279,0.006579214,0.0098928595
0,0.87621725,0.0735509,0.050231747
0,0.98984784,0.0041313944,0.0060207276
0,0.9847097,0.005500525,0.009789787
1,0.016429849,0.8787281,0.10484206
1,0.0110067995,0.9129884,0.07600482
1,0.020134905,0.89363116,0.08623388
0,0.9886544,0.004128864,0.007216775
0,0.98227143,0.0072424905,0.010486023
2,0.015695497,0.910551,0.07375342
0,0.8878613,0.05812766,0.05401104
0,0.8929385,0.060573343,0.046488192
0,0.9877181,0.00477017,0.0075116185
1,0.025229149,0.8308122,0.1439586
2,0.02550565,0.86008877,0.11440562
1,0.03044728,0.77773494,0.19181779
0,0.98393655,0.0067740404,0.009289437
0,0.08818865,0.6863608,0.22545059
0,0.9785231,0.010450492,0.011026535
2,0.05007633,0.76448566,0.18543798
0,0.9863616,0.006031589,0.0076068807
0,0.9854938,0.00553804,0.00896816
1,0.037057366,0.85208744,0.11085526
1,0.9746708,0.008957928,0.016371273
1,0.03260993,0.8003725,0.16701761
0,0.9895365,0.0038971503,0.0065663545
1,0.01115958,0.8822753,0.10656515
1,0.13728277,0.6591115,0.20360573
0,0.9802797,0.008205656,0.011514624
0,0.8805183,0.06891133,0.050570417
1,0.97041166,0.012939376,0.016648913
1,0.014492725,0.8473076,0.13819963
1,0.023821244,0.86353767,0.1126411
0,0.21246637,0.5402263,0.24730736
1,0.015248789,0.86716855,0.11758264
0,0.9866326,0.004940939,0.008426437
1,0.019898785,0.8959739,0.08412727
1,0.020487508,0.85900056,0.1205119
2,0.022439694,0.7659556,0.21160464
0,0.9861245,0.0051651513,0.008710364
1,0.015640546,0.8386545,0.14570491
1,0.2016745,0.5842533,0.2140722
1,0.035504084,0.85777473,0.106721126
2,0.04314662,0.7964025,0.16045092
1,0.027884446,0.8874903,0.08462525
1,0.016257124,0.89931357,0.08442929
0,0.95044976,0.021132959,0.02841725
1,0.014544723,0.8887594,0.09669591
1,0.05129235,0.7315833,0.21712431
1,0.02067684,0.8160608,0.16326235
2,0.01366427,0.85351175,0.13282397
1,0.018762145,0.83282083,0.14841701
0,0.91720015,0.037100296,0.04569957
1,0.014402251,0.90957654,0.07602116
2,0.028836915,0.79742134,0.17374173
1,0.1161134,0.753069,0.1308176
1,0.3117071,0.53266555,0.15562737
1,0.03432011,0.8007507,0.16492917
0,0.9899081,0.003838951,0.00625288
1,0.029871522,0.851137,0.1189915
1,0.063293874,0.71365815,0.2230479
2,0.037749995,0.80609,0.15615994
0,0.9866208,0.005110673,0.008268476
1,0.13964452,0.6753948,0.18496066
1,0.05176231,0.7205553,0.22768235
0,0.48013496,0.31823722,0.20162782
0,0.98301864,0.0059915674,0.010989791
2,0.025790498,0.8352773,0.13893218
2,0.020693202,0.8471186,0.13218816
0,0.25597444,0.53436774,0.2096579
1,0.013114427,0.9203226,0.06656295
1,0.2205706,0.5754592,0.20397022
0,0.7679529,0.15337244,0.07867457
1,0.038701423,0.74493176,0.21636681
0,0.98970735,0.0036881752,0.0066044917
2,0.037568018,0.87633663,0.08609531
0,0.9739932,0.01197369,0.014033081
1,0.058028363,0.74815947,0.19381219
2,0.02183084,0.7874177,0.19075151
0,0.98005265,0.007827768,0.012119516
0,0.9903347,0.0037623218,0.005902914
0,0.9891543,0.0047605103,0.0060851523
2,0.014050262,0.8472749,0.13867481
0,0.97823435,0.009550351,0.012215306
1,0.12508447,0.74734956,0.12756597
0,0.76610935,0.14637427,0.08751637
1,0.115547486,0.6873056,0.19714686
0,0.91239035,0.03714155,0.050468106
0,0.98910224,0.0044050263,0.0064927
0,0.52754056,0.30584097,0.16661845
0,0.0905298,0.702128,0.20734227
1,0.039374135,0.82778275,0.13284306
0,0.78338194,0.13342711,0.083190955
1,0.07685355,0.7456127,0.1775338
2,0.090852395,0.7267928,0.18235481
2,0.016582316,0.8605833,0.1228344
0,0.9881887,0.004516954,0.0072944066
1,0.01916327,0.8302422,0.1505945
0,0.18320464,0.65374106,0.1630543
2,0.03696778,0.82096183,0.14207031
1,0.015066357,0.8735991,0.111334525
2,0.99077773,0.0034911893,0.0057310867
0,0.99128246,0.003358594,0.0053589093
0,0.9881626,0.0043262145,0.007511151
1,0.019280871,0.88836193,0.09235723
0,0.98618454,0.0056833294,0.008132186
2,0.032459654,0.8834829,0.08405749
1,0.021215165,0.87642884,0.10235596
0,0.52175105,0.26657572,0.21167322
0,0.99072415,0.003865632,0.0054101525
1,0.029751714,0.8041234,0.16612493
2,0.025670486,0.8776585,0.096671
1,0.026500951,0.8311285,0.14237057
1,0.017874759,0.8657813,0.11634394
0,0.9882009,0.004615149,0.0071839713
0,0.3712299,0.46627557,0.16249453
0,0.025734646,0.89679676,0.07746862
0,0.977265,0.010482313,0.012252711
0,0.98843455,0.004619971,0.0069454582
0,0.97619313,0.011235453,0.012571504
0,0.9883583,0.003839416,0.0078023123
1,0.011183343,0.895592,0.09322468
1,0.04875479,0.8331565,0.11808876
0,0.9882471,0.0048732376,0.0068796054
1,0.019404473,0.90846306,0.07213247
1,0.013796719,0.91828954,0.06791374
1,0.08574931,0.733032,0.18121864
0,0.68229735,0.19561425,0.12208842
1,0.16359583,0.6583934,0.17801076
0,0.98850656,0.0041909325,0.007302458
2,0.03447655,0.7609638,0.20455964
0,0.9797361,0.009089821,0.011174147
1,0.011721793,0.8822795,0.10599861
2,0.026286203,0.88839805,0.0853157
1,0.027244458,0.81834066,0.1544149
1,0.021412803,0.890188,0.088399194
2,0.020921666,0.79900354,0.1800748
1,0.021644799,0.821143,0.15721217
1,0.16114397,0.6581559,0.1807001
1,0.051862095,0.76369613,0.1844418
1,0.026003083,0.8721542,0.10184274
0,0.01680569,0.8542133,0.128981
1,0.08328012,0.80780536,0.10891454
0,0.30457783,0.5371359,0.15828627
0,0.9800979,0.009123088,0.010778984
2,0.2540141,0.49375522,0.25223067
0,0.982967,0.008268926,0.008764039
0,0.8868593,0.057138402,0.056002248
0,0.9844636,0.0062316176,0.009304735
0,0.99118185,0.0033838772,0.0054341503
0,0.9900733,0.003960412,0.0059663123
2,0.08810289,0.69760495,0.21429218
0,0.99073434,0.0038182044,0.005447449
0,0.9824845,0.006794495,0.010721022
1,0.046554662,0.76276577,0.19067952
1,0.026996525,0.88431466,0.08868877
0,0.9269434,0.032981206,0.04007533
1,0.026202967,0.8796919,0.0941051
0,0.9846845,0.006180089,0.009135426
0,0.9848867,0.0060137482,0.009099544
0,0.9875073,0.0056544873,0.0068382053
1,0.047029886,0.79238385,0.16058624
2,0.03968986,0.7731745,0.18713564
0,0.018416882,0.8817765,0.09980661
0,0.39039636,0.45476076,0.15484293
1,0.013203029,0.8760883,0.1107086
0,0.9899693,0.003791628,0.0062389732
1,0.01575198,0.87363994,0.11060805
1,0.028356118,0.7895037,0.18214019
0,0.73572,0.16234979,0.10193018
1,0.024292255,0.7797969,0.19591084
0,0.99051815,0.0035157579,0.0059660673
0,0.15701549,0.61249775,0.23048678
1,0.037685327,0.79654765,0.16576704
1,0.027426157,0.88390803,0.08866582
1,0.021307819,0.86399424,0.11469796
1,0.030441573,0.8155008,0.15405759
0,0.973836,0.012245583,0.013918368
0,0.9609381,0.019020056,0.02004184
1,0.028414458,0.84226763,0.12931798
1,0.035469327,0.79900885,0.16552183
1,0.05330195,0.72411656,0.2225815
2,0.2010232,0.51787215,0.28110468
1,0.38720793,0.3743403,0.2384518
0,0.9700062,0.010747547,0.019246154
0,0.92934704,0.03330749,0.03734548
1,0.02683078,0.82788503,0.14528422
0,0.991028,0.003207801,0.0057641217
2,0.011682224,0.89818454,0.09013328
0,0.11182258,0.67983556,0.20834185
2,0.7856489,0.09899738,0.11535368
0,0.69828373,0.16184919,0.13986711
1,0.014375396,0.80151653,0.18410805
0,0.9869539,0.004866273,0.008179763
1,0.045061108,0.7883209,0.16661802
1,0.019070549,0.88178575,0.099143684
0,0.9563938,0.02156425,0.022041941
2,0.7044918,0.17692813,0.118579976
0,0.0730817,0.7618317,0.1650866
1,0.09234344,0.6985376,0.20911899
1,0.04109618,0.86030704,0.098596714
0,0.9891009,0.0045513758,0.0063478253
0,0.04212121,0.7142496,0.2436292
0,0.045988098,0.8433202,0.11069169
1,0.0143503165,0.85977393,0.12587577
1,0.05211032,0.74863154,0.19925815
0,0.17403834,0.62966424,0.1962974
2,0.63775486,0.208765,0.1534801
1,0.01383419,0.87058645,0.11557932
0,0.863445,0.07869131,0.05786373
0,0.96210843,0.017439585,0.020452017
0,0.47207737,0.36262575,0.16529685
0,0.261984,0.5871008,0.15091525
1,0.013715375,0.8948936,0.09139109
1,0.0304681,0.81303966,0.15649223
1,0.029113155,0.8400656,0.13082123
1,0.011919539,0.87929296,0.10878748
0,0.82904255,0.09557385,0.07538365
0,0.9390306,0.031466182,0.029503249
1,0.061836965,0.718613,0.21955
1,0.044177663,0.8281603,0.12766206
0,0.98249865,0.008103862,0.009397436
0,0.9887651,0.0046991003,0.0065357303
1,0.0950894,0.6712356,0.23367499
1,0.013681873,0.86442834,0.121889755
1,0.01860169,0.8669039,0.11449435
1,0.041309897,0.7404073,0.2182828
1,0.020038448,0.88961655,0.09034504
0,0.97637844,0.009921902,0.013699618
1,0.060573604,0.7528603,0.18656608
0,0.9813797,0.008121279,0.010498967
1,0.028574161,0.8563204,0.1151054
0,0.979321,0.009451081,0.011227982
0,0.94030285,0.03162974,0.02806739
0,0.990712,0.0037402306,0.0055478243
1,0.04346268,0.7656372,0.19090004
1,0.34524858,0.48753056,0.16722083
1,0.03237303,0.7891338,0.17849322
0,0.9678629,0.015873145,0.01626397
1,0.010794629,0.90748835,0.081717014
2,0.05375237,0.85662645,0.08962121
0,0.99001455,0.0041534626,0.005832074
0,0.97360647,0.01230068,0.014092803
0,0.47560054,0.38776404,0.13663547
0,0.988744,0.0040077544,0.0072482447
1,0.046546444,0.79414874,0.15930484
0,0.98989373,0.0040297434,0.0060765725
1,0.023542076,0.8908201,0.08563784
0,0.05399949,0.797845,0.14815551
2,0.046731923,0.81187755,0.14139047
1,0.028749371,0.8222922,0.14895843
0,0.9845915,0.006275199,0.0091332905
0,0.98658687,0.004801401,0.008611608
2,0.028527286,0.7431845,0.22828819
0,0.9656453,0.014411748,0.019942949
1,0.022964418,0.87004316,0.10699241
0,0.03755429,0.78767616,0.1747695
2,0.19902846,0.63993037,0.16104119
0,0.96899754,0.012920281,0.018082175
0,0.99075633,0.0039156517,0.0053280443
0,0.9844093,0.0058743004,0.009716433
0,0.5266161,0.28493264,0.18845122
1,0.3336592,0.43842152,0.22791922
0,0.98968095,0.0037441626,0.0065748077
0,0.34339717,0.45296127,0.20364156
0,0.024470171,0.8375271,0.13800272
0,0.97501165,0.01057913,0.014409242
1,0.030333165,0.8728989,0.096767984
0,0.989442,0.004050358,0.0065077115
0,0.6765011,0.21044178,0.11305715
1,0.7618094,0.12765817,0.11053251
1,0.020758705,0.8942579,0.08498338
1,0.02599409,0.82232666,0.15167925
0,0.9883476,0.005040072,0.006612265
0,0.85495865,0.0816829,0.06335846
0,0.985679,0.0053604282,0.008960584
0,0.98863554,0.0049372483,0.0064271456
0,0.67913777,0.20677766,0.11408456
2,0.60250854,0.2910473,0.106444165
0,0.97655076,0.008638915,0.014810318
1,0.019005243,0.88570774,0.09528698
0,0.31348485,0.4142799,0.27223518
2,0.012675442,0.8843882,0.10293633
1,0.053171128,0.7673793,0.1794496
0,0.44013926,0.44230005,0.11756068
1,0.024444092,0.8203467,0.15520914
1,0.08636531,0.6599818,0.25365293
0,0.09810968,0.69900495,0.20288539
1,0.0505495,0.73538506,0.21406543
1,0.0119309565,0.9151526,0.07291644
2,0.9658731,0.014293,0.0198338
0,0.21241671,0.52813077,0.25945252
1,0.032244395,0.81815803,0.14959753
0,0.07106424,0.70859426,0.22034146
0,0.6961759,0.17888911,0.124935
0,0.9786607,0.009294788,0.012044541
2,0.040775813,0.8356904,0.1235338
0,0.94616884,0.021605052,0.032226093
0,0.989466,0.004359843,0.006174218
0,0.08379593,0.67019135,0.24601272
0,0.99062496,0.0035283302,0.005846739
0,0.047091477,0.76108634,0.19182217
0,0.9786451,0.008437566,0.012917326
0,0.9911691,0.0035802496,0.0052506845
0,0.7371341,0.16646625,0.096399635
1,0.031192614,0.7784321,0.19037537
0,0.45068946,0.38306502,0.16624555
0,0.98999584,0.0037818544,0.0062222565
0,0.055731803,0.7329445,0.21132371
0,0.98097825,0.008313148,0.010708604
0,0.9899828,0.0038665927,0.006150637
0,0.98675275,0.00474696,0.008500314
0,0.879536,0.06722456,0.053239416
0,0.99107975,0.0034840254,0.005436286
1,0.09106341,0.77431923,0.1346174
1,0.032695524,0.87139106,0.09591341
0,0.9864867,0.0052132984,0.008300081
0,0.98485744,0.0058012153,0.009341363
1,0.015467114,0.9226191,0.061913814
0,0.98598564,0.005677265,0.008337097
2,0.016840773,0.8609474,0.12221191
1,0.081914596,0.76975524,0.1483302
1,0.012707193,0.8737351,0.113557786
0,0.5354362,0.30241087,0.1621529
0,0.9832113,0.006970725,0.009817982
0,0.9894427,0.0042720507,0.0062852656
0,0.9853373,0.006587578,0.008075066
1,0.02179594,0.8489744,0.12922965
2,0.50187534,0.34348294,0.15464172
1,0.038327884,0.829012,0.13266015
0,0.9816403,0.0072231423,0.011136603
2,0.98782825,0.004787805,0.0073839077
1,0.05236818,0.7894591,0.15817265
0,0.23264293,0.6268207,0.14053644
0,0.33619317,0.47526085,0.188546
1,0.020314543,0.8597325,0.11995295
0,0.047295943,0.76389754,0.18880655
0,0.989432,0.0038834387,0.006684569
0,0.046666875,0.7958988,0.15743436
2,0.025440391,0.831966,0.14259364
0,0.6721523,0.1812323,0.14661548
1,0.010617295,0.8860801,0.10330259
1,0.04717219,0.8153519,0.13747591
0,0.82289404,0.10393557,0.07317038
0,0.98699677,0.0046919445,0.00831129
1,0.03961558,0.8350759,0.12530856
0,0.9599494,0.019357111,0.02069346
0,0.9861675,0.0054553687,0.008377109
0,0.98725444,0.004984854,0.0077607
0,0.985378,0.00622447,0.008397528
0,0.0505005,0.7789383,0.17056122
0,0.97234666,0.012853031,0.014800373
1,0.10292508,0.64523816,0.25183675
0,0.98954237,0.004127871,0.006329737
0,0.44036666,0.38179082,0.1778425
0,0.8660289,0.07679305,0.057177987
1,0.021502951,0.9023485,0.07614856
0,0.98614883,0.0055127027,0.008338508
2,0.07471077,0.6548326,0.27045664
1,0.031229602,0.88001376,0.08875669
0,0.9880283,0.0048788656,0.0070927995
1,0.02894517,0.86844707,0.102607794
1,0.040978238,0.802388,0.15663373
0,0.20239957,0.52794313,0.2696573
0,0.9910047,0.0035611307,0.005434226
1,0.051428355,0.7481419,0.20042981
1,0.019211795,0.8318426,0.14894556
0,0.19717419,0.5797232,0.22310269
2,0.042025067,0.7844872,0.17348768
1,0.04251375,0.7446317,0.21285453
1,0.026498385,0.8411809,0.13232067
1,0.048143733,0.8637205,0.08813576
0,0.039354198,0.7461501,0.2144957
1,0.021695837,0.8364092,0.14189501
0,0.9903246,0.0036660046,0.006009361
1,0.18036321,0.5834099,0.2362269
0,0.53920585,0.32671627,0.13407785
1,0.90493184,0.04059516,0.054473035
0,0.32191154,0.5013568,0.1767317
0,0.98530036,0.0066402857,0.008059354
1,0.037872553,0.81061125,0.15151618
0,0.9824724,0.007995091,0.009532453
0,0.98934364,0.0042292858,0.00642704
1,0.020798702,0.8595626,0.11963867
1,0.10386784,0.67502755,0.22110456
0,0.9661369,0.013349648,0.020513467
1,0.017066667,0.8614057,0.12152771
0,0.33691153,0.4366264,0.22646204
0,0.98670316,0.0049251616,0.008371609
1,0.038743313,0.7747692,0.18648751
1,0.24965347,0.61686456,0.13348198
0,0.7969291,0.084645815,0.118425064
0,0.982612,0.0074843806,0.009903556
2,0.05837319,0.7418326,0.19979423
0,0.9658734,0.016823394,0.017303126
1,0.0391166,0.857112,0.103771426
1,0.015166256,0.8736567,0.11117707
1,0.025321418,0.8260415,0.14863704
0,0.96612906,0.017834116,0.016036782
0,0.9671472,0.015339508,0.017513324
0,0.9794922,0.009358617,0.011149237
1,0.021761587,0.8522318,0.12600659
0,0.9873159,0.0055187764,0.0071653156
1,0.8904992,0.057218034,0.05228274
0,0.97822547,0.009758564,0.012015969
1,0.013485001,0.8703541,0.11616087
1,0.020873208,0.89815605,0.08097067
1,0.64572096,0.24420908,0.11007
2,0.20424123,0.5758639,0.21989493
1,0.028091092,0.78494984,0.18695912
1,0.030227825,0.8211033,0.14866893
1,0.10472515,0.6818471,0.21342772
0,0.99107176,0.003360087,0.0055682166
0,0.048392497,0.7699396,0.1816679
1,0.041090578,0.76559085,0.1933186
0,0.9915392,0.003110561,0.00535021
1,0.028882502,0.85321486,0.11790262
0,0.9840678,0.00589408,0.010038127
0,0.9902092,0.004024241,0.0057664793
1,0.014461759,0.8920523,0.09348596
0,0.98985916,0.003609186,0.0065316865
0,0.43925935,0.4103412,0.15039937
2,0.0369086,0.72938627,0.23370512
1,0.030433163,0.79156196,0.17800483
0,0.9844023,0.0060446034,0.009553063
0,0.98706275,0.004992535,0.007944784
0,0.98933595,0.0042539565,0.0064101173
0,0.95555955,0.021239458,0.023200907
0,0.9854183,0.005982669,0.008598955
0,0.97057366,0.01231368,0.017112693
1,0.023914581,0.8311268,0.14495856
2,0.9790363,0.008476788,0.012486925
2,0.84886134,0.0923049,0.058833823
1,0.016263423,0.8286028,0.1551338
0,0.054989297,0.75200987,0.19300081
1,0.6546456,0.2080349,0.13731954
1,0.017029623,0.8610863,0.1218841
0,0.9893058,0.0040507508,0.006643516
0,0.98963517,0.0038409168,0.0065239063
0,0.98662215,0.006027535,0.007350359
0,0.30311805,0.46069586,0.23618612
0,0.70584816,0.16451389,0.1296379
0,0.02132296,0.88775796,0.09091904
0,0.98789984,0.0048668114,0.007233311
2,0.0321966,0.8009233,0.16688004
0,0.06428157,0.7194812,0.2162372
2,0.010645875,0.85557264,0.1337815
1,0.047493335,0.83744717,0.11505953
0,0.30150923,0.5004254,0.19806534
1,0.02052738,0.88513774,0.094334856
2,0.058891814,0.794412,0.14669618
0,0.9892972,0.0042296443,0.006473096
0,0.211693,0.5465624,0.24174456
1,0.050065625,0.7596242,0.19031018
0,0.97322166,0.011403929,0.015374456
1,0.062213834,0.79173076,0.14605543
0,0.98890454,0.0039070086,0.007188483
0,0.96946275,0.014997315,0.015539934
0,0.8448848,0.08379894,0.07131616
1,0.022610232,0.87857604,0.09881372
0,0.9443434,0.029550016,0.026106544
1,0.04709387,0.8230726,0.12983355
1,0.21881948,0.5322454,0.24893513
1,0.013040808,0.88195866,0.105000556
2,0.031912904,0.81940407,0.14868303
1,0.019110028,0.91200674,0.06888326
0,0.987341,0.0048811804,0.0077778897
2,0.017913561,0.88925636,0.092830054
2,0.015659342,0.87849665,0.10584408
2,0.96460086,0.016104562,0.019294547
0,0.988667,0.0049264296,0.006406544
1,0.016756704,0.87870646,0.10453685
0,0.7971389,0.11429385,0.0885672
0,0.98581207,0.0053710956,0.008816896
1,0.058628514,0.74155664,0.19981483
0,0.98264796,0.0071742707,0.010177803
0,0.33641416,0.4559044,0.20768142
1,0.012735773,0.8764487,0.11081547
1,0.099094406,0.6768958,0.22400981
1,0.036119618,0.8612764,0.10260403
1,0.97842103,0.009817419,0.011761589
2,0.042070825,0.7717499,0.18617924
1,0.01880466,0.85247606,0.12871933
2,0.35654458,0.4356389,0.2078165
2,0.018781355,0.8345744,0.14664428
2,0.09952285,0.67536014,0.22511701
0,0.99060446,0.0038427233,0.0055528246
1,0.013756257,0.89719135,0.08905243
0,0.99093175,0.003632209,0.0054359846
0,0.9510424,0.022642424,0.026315128
0,0.19620918,0.6199039,0.18388686
0,0.9874281,0.0053164144,0.0072554206
0,0.96747357,0.015580473,0.016945967
1,0.055520162,0.73145574,0.21302412
2,0.087448455,0.65172434,0.26082718
0,0.09015111,0.7409644,0.1688845
1,0.045395717,0.7963425,0.1582618
0,0.025684122,0.8549378,0.11937807
2,0.018221168,0.8474374,0.13434142
1,0.10161124,0.6328715,0.2655172
0,0.06945692,0.78675026,0.14379285
0,0.9877082,0.0050971736,0.007194658
1,0.025663668,0.8572572,0.11707911
1,0.019065814,0.8282157,0.15271845
0,0.66560125,0.19311139,0.14128736
0,0.9903133,0.0037538006,0.0059329895
0,0.99142224,0.0034209478,0.005156891
1,0.013832664,0.91831267,0.06785467
2,0.9879055,0.0053912066,0.0067033153
1,0.031835213,0.88736373,0.08080101
0,0.97302556,0.012649448,0.01432499
2,0.02133445,0.79929763,0.17936794
1,0.010917403,0.91391295,0.07516964
2,0.16611074,0.6003068,0.23358245
1,0.085473016,0.7299438,0.1845832
0,0.9881215,0.004745849,0.007132667
0,0.9880369,0.004743929,0.0072191865
0,0.99034613,0.0040637483,0.0055901483
1,0.038538035,0.83751935,0.12394264
0,0.9765771,0.010546127,0.012876816
1,0.033885024,0.84028625,0.1258287
1,0.017847491,0.85517603,0.12697643
1,0.027796645,0.86289823,0.10930517
0,0.9848162,0.0066455817,0.008538216
0,0.98761475,0.0049159564,0.0074692965
1,0.08626246,0.7161182,0.19761933
0,0.94063413,0.027039124,0.0323267
2,0.9891599,0.003928348,0.006911655
1,0.022484777,0.8228177,0.15469758
0,0.9881642,0.0042028064,0.0076330025
0,0.98647213,0.0049451757,0.008582621
1,0.18097092,0.56248313,0.2565459
0,0.9452019,0.026587587,0.028210577
1,0.04077948,0.82274085,0.13647963
1,0.017216565,0.89493454,0.087848924
0,0.7522636,0.14261714,0.105119236
1,0.017153941,0.83228225,0.15056376
1,0.051048998,0.762422,0.186529
1,0.018408485,0.89518195,0.086409554
0,0.99035174,0.00350459,0.0061437115
2,0.045519423,0.82405776,0.13042282
1,0.0303608,0.83136135,0.1382779
1,0.046927698,0.78456897,0.16850336
0,0.9852996,0.0055063874,0.009194066
1,0.021048564,0.8919449,0.08700659
0,0.98876065,0.0041870354,0.0070522428
0,0.9894303,0.004139186,0.006430442
1,0.03229333,0.86844695,0.09925966
0,0.9902346,0.0037224032,0.0060429554
0,0.98686594,0.0048818104,0.0082522435
0,0.04084399,0.79720294,0.16195309
1,0.0477946,0.81452787,0.13767758
0,0.9882117,0.0048188125,0.006969481
1,0.03267375,0.8294608,0.1378655
0,0.7314042,0.13522796,0.13336784
2,0.016146334,0.8468285,0.1370251
2,0.02725916,0.81482863,0.15791218
1,0.02254019,0.85818285,0.11927695
1,0.06354737,0.6832127,0.25323993
2,0.030907791,0.8716942,0.09739795
0,0.9782653,0.010047501,0.011687272
0,0.98729473,0.0052679195,0.0074373716
0,0.990704,0.0036355287,0.0056604133
1,0.023654182,0.8671794,0.109166466
0,0.98941797,0.0041458504,0.006436205
0,0.9904698,0.0037952058,0.0057349475
1,0.013776049,0.87674946,0.10947451
0,0.4486888,0.3814116,0.1698996
1,0.07426037,0.72756505,0.19817461
0,0.97754043,0.009621216,0.012838367
1,0.592045,0.24114026,0.16681468
1,0.038005535,0.8773544,0.08464007
0,0.9198822,0.043667264,0.03645057
0,0.04314718,0.7635599,0.19329289
0,0.628204,0.26332274,0.1084733
0,0.961458,0.017595096,0.020946847
0,0.85215455,0.07732811,0.070517294
1,0.038991697,0.7502452,0.21076308
2,0.025856618,0.8678179,0.10632552
1,0.02342402,0.8735863,0.10298973
0,0.029707463,0.7828117,0.18748079
2,0.14907971,0.5871505,0.2637698
0,0.98619974,0.006026465,0.0077737803
1,0.03312694,0.8490932,0.11777979
2,0.027836751,0.87790096,0.0942623
1,0.012196408,0.8582472,0.12955631
0,0.9688451,0.014404272,0.016750649
1,0.013872469,0.8475127,0.13861477
1,0.019500572,0.8478755,0.13262394
1,0.022404311,0.9098971,0.06769863
1,0.050505783,0.7275476,0.22194661
1,0.031523142,0.8469242,0.12155262
2,0.012521979,0.87221897,0.115259014
0,0.99008006,0.003551652,0.0063682687
1,0.01426877,0.871652,0.11407923
0,0.8776009,0.067328,0.05507114
1,0.0377339,0.82886314,0.13340293
2,0.06292178,0.74390024,0.19317798
1,0.036182243,0.7840631,0.17975469
0,0.9437652,0.029159488,0.027075218
0,0.08293836,0.7730158,0.14404592
0,0.9005449,0.049988493,0.049466588
0,0.94814384,0.026569493,0.0252866
0,0.9910063,0.0036171735,0.005376525
1,0.017665409,0.88722616,0.09510848
0,0.042657383,0.80398315,0.15335947
0,0.11099252,0.627491,0.2615165
1,0.042198163,0.7351672,0.2226346
0,0.98894554,0.004659333,0.0063950876
1,0.016028335,0.8358687,0.14810292
1,0.07085033,0.7030373,0.22611238
1,0.015531146,0.8835699,0.10089896
1,0.012486974,0.88944834,0.09806473
1,0.018068131,0.89395124,0.08798058
